Energy,Mean free path
400000.0,1.4618902121627326
401000.0,1.4618902121627326
402000.0,1.4618902121627326
403000.0,1.3976244778241287
404000.0,1.3976244778241287
405000.0,1.3976244778241287
406000.0,1.3976244778241287
407000.0,1.3976244778241287
408000.0,1.3209652761599124
409000.0,1.3209652761599124
410000.0,1.341181940220618
411000.0,1.341181940220618
412000.0,1.341181940220618
413000.0,1.2513290501924128
414000.0,1.2513290501924128
415000.0,1.2513290501924128
416000.0,1.2513290501924128
417000.0,1.2513290501924128
418000.0,1.1574254012791363
419000.0,1.1574254012791363
420000.0,1.1574254012791363
421000.0,1.1574254012791363
422000.0,1.1574254012791363
423000.0,1.0726286963216283
424000.0,1.0726286963216283
425000.0,1.0726286963216283
426000.0,1.0726286963216283
427000.0,1.0726286963216283
428000.0,1.0147382288844107
429000.0,1.0147382288844107
430000.0,1.0258337123418937
431000.0,1.0258337123418937
432000.0,1.0258337123418937
433000.0,1.009012581660965
434000.0,1.009012581660965
435000.0,1.0096138811482265
436000.0,1.0096138811482265
437000.0,1.0096138811482265
438000.0,1.0399746369598906
439000.0,1.0399746369598906
440000.0,1.0399746369598906
441000.0,1.0399746369598906
442000.0,1.0399746369598906
443000.0,1.1063768034093486
444000.0,1.1063768034093486
445000.0,1.1063768034093486
446000.0,1.1063768034093486
447000.0,1.1063768034093486
448000.0,1.1917146701738472
449000.0,1.1917146701738472
450000.0,1.2060624662945216
451000.0,1.2060624662945216
452000.0,1.2060624662945216
453000.0,1.2972644487102247
454000.0,1.2972644487102247
455000.0,1.2972644487102247
456000.0,1.2972644487102247
457000.0,1.2972644487102247
458000.0,1.3825653758498728
459000.0,1.3825653758498728
460000.0,1.3825653758498728
461000.0,1.3825653758498728
462000.0,1.3825653758498728
463000.0,1.4576089385073305
464000.0,1.4576089385073305
465000.0,1.4576089385073305
466000.0,1.4576089385073305
467000.0,1.4576089385073305
468000.0,1.5214875663391565
469000.0,1.5214875663391565
470000.0,1.5434965314795994
471000.0,1.5434965314795994
472000.0,1.5434965314795994
473000.0,1.5985912250707033
474000.0,1.5985912250707033
475000.0,1.5985912250707033
476000.0,1.5985912250707033
477000.0,1.5985912250707033
478000.0,1.644482074716843
479000.0,1.644482074716843
480000.0,1.644482074716843
481000.0,1.644482074716843
482000.0,1.644482074716843
483000.0,1.644482074716843
484000.0,1.644482074716843
485000.0,1.702434108902645
486000.0,1.702434108902645
487000.0,1.702434108902645
488000.0,1.702434108902645
489000.0,1.702434108902645
490000.0,1.728379090507454
491000.0,1.728379090507454
492000.0,1.728379090507454
493000.0,1.728379090507454
494000.0,1.728379090507454
495000.0,1.7923832985752601
496000.0,1.7923832985752601
497000.0,1.7923832985752601
498000.0,1.7923832985752601
499000.0,1.7923832985752601
500000.0,1.7923832985752601
501000.0,1.7923832985752601
502000.0,1.7923832985752601
503000.0,1.7923832985752601
504000.0,1.7923832985752601
505000.0,1.7923832985752601
506000.0,1.7923832985752601
507000.0,1.7923832985752601
508000.0,1.7923832985752601
