#,x,y,E,Width,Length,Iterations
85.0,0.4450834687437631,5.2406174066415305,1260507.7367259373,,,
86.0,0.01,5.0,1641063.0,,,
86.0,0.763199316268169,9.079327159494003,1393017.5470249301,,,
86.0,3.077717535044739,9.430179841162431,1367510.3792231816,,,
87.0,0.01,5.0,1641063.0,,,
87.0,0.27227452120546836,3.920326877372724,1402946.955664796,,,
87.0,1.244468038973919,3.5136919041108143,1198342.6620153955,,,
87.0,1.137296159960399,3.0886138533808216,962257.1458053497,,,
88.0,0.01,5.0,1641063.0,,,
88.0,4.694445207302057,6.7535449441992,1444758.0015811648,,,
88.0,4.617044444540308,6.593853768052196,1131500.9456076073,,,
89.0,0.01,5.0,1641063.0,,,
90.0,0.01,5.0,1641063.0,,,
91.0,0.01,5.0,1641063.0,,,
91.0,5.075143052995151,6.664315961929222,1539685.0624155405,,,
92.0,0.01,5.0,1641063.0,,,
93.0,0.01,5.0,1641063.0,,,
94.0,0.01,5.0,1641063.0,,,
95.0,0.01,5.0,1641063.0,,,
95.0,0.22979404932176187,4.975048188220797,1627134.6054550183,,,
96.0,0.01,5.0,1641063.0,,,
97.0,0.01,5.0,1641063.0,,,
98.0,0.01,5.0,1641063.0,,,
99.0,0.01,5.0,1641063.0,,,
100.0,0.01,5.0,1641063.0,,,
101.0,0.01,5.0,1641063.0,,,
101.0,0.6083649717206363,5.098974433230157,1547027.74824824,,,
102.0,0.01,5.0,1641063.0,,,
103.0,0.01,5.0,1641063.0,,,
104.0,0.01,5.0,1641063.0,,,
104.0,5.696070169070869,3.7748553653210495,1545211.5580402866,,,
105.0,0.01,5.0,1641063.0,,,
106.0,0.01,5.0,1641063.0,,,
107.0,0.01,5.0,1641063.0,,,
108.0,0.01,5.0,1641063.0,,,
109.0,0.01,5.0,1641063.0,,,
110.0,0.01,5.0,1641063.0,,,
111.0,0.01,5.0,1641063.0,,,
112.0,0.01,5.0,1641063.0,,,
113.0,0.01,5.0,1641063.0,,,
114.0,0.01,5.0,1641063.0,,,
115.0,0.01,5.0,1641063.0,,,
116.0,0.01,5.0,1641063.0,,,
116.0,1.0353901454912289,3.8442678165731055,721995.6528667415,,,
117.0,0.01,5.0,1641063.0,,,
117.0,0.20166941855444373,4.862225063073504,1084293.8694440476,,,
117.0,0.7839840917992962,5.241697549563991,1002560.3466236752,,,
118.0,0.01,5.0,1641063.0,,,
119.0,0.01,5.0,1641063.0,,,
120.0,0.01,5.0,1641063.0,,,
121.0,0.01,5.0,1641063.0,,,
121.0,0.45965279589537145,8.866938462401825,1381071.5385358243,,,
121.0,1.4104123056187192,9.298816224174104,1148804.565948491,,,
122.0,0.01,5.0,1641063.0,,,
123.0,0.01,5.0,1641063.0,,,
123.0,0.3534714441703822,5.316125599200912,889069.6813773473,,,
123.0,0.3806203313770713,5.35903762344067,790227.6573751959,,,
124.0,0.01,5.0,1641063.0,,,
124.0,0.44513047153016655,3.0704319354234295,1400010.630958815,,,
125.0,0.01,5.0,1641063.0,,,
126.0,0.01,5.0,1641063.0,,,
127.0,0.01,5.0,1641063.0,,,
128.0,0.01,5.0,1641063.0,,,
128.0,5.057718009578586,1.4304076130287293,1096375.9382706794,,,
129.0,0.01,5.0,1641063.0,,,
129.0,0.23807093685667652,7.763573283121811,1375097.0256882969,,,
129.0,1.2649562150715112,7.609985904313142,1350725.3586863107,,,
130.0,0.01,5.0,1641063.0,,,
130.0,0.5490187855735801,5.29680189007954,1524919.1699480456,,,
131.0,0.01,5.0,1641063.0,,,
132.0,0.01,5.0,1641063.0,,,
133.0,0.01,5.0,1641063.0,,,
134.0,0.01,5.0,1641063.0,,,
135.0,0.01,5.0,1641063.0,,,
136.0,0.01,5.0,1641063.0,,,
136.0,4.2147441351419,3.7637185831171753,1516487.349717705,,,
136.0,3.7296645586127584,3.3832203659588096,1134646.9090928435,,,
137.0,0.01,5.0,1641063.0,,,
138.0,0.01,5.0,1641063.0,,,
139.0,0.01,5.0,1641063.0,,,
140.0,0.01,5.0,1641063.0,,,
140.0,2.867972266575929,8.55667883615629,1476154.4210907845,,,
141.0,0.01,5.0,1641063.0,,,
142.0,0.01,5.0,1641063.0,,,
143.0,0.01,5.0,1641063.0,,,
144.0,0.01,5.0,1641063.0,,,
145.0,0.01,5.0,1641063.0,,,
146.0,0.01,5.0,1641063.0,,,
146.0,1.3592283374059468,5.138282747819839,1548677.8795972634,,,
147.0,0.01,5.0,1641063.0,,,
147.0,2.0519098385361,3.428545528937433,1032484.4893732099,,,
147.0,3.081991905838392,2.5509561656893984,945182.5200735811,,,
147.0,0.7344301758210765,8.865654418809159,748754.0878954201,,,
148.0,0.01,5.0,1641063.0,,,
149.0,0.01,5.0,1641063.0,,,
150.0,0.01,5.0,1641063.0,,,
151.0,0.01,5.0,1641063.0,,,
152.0,0.01,5.0,1641063.0,,,
152.0,0.4748212268605174,4.942290783040315,1548192.7983820068,,,
152.0,1.4222585887637171,5.572898809668919,1075504.1345454766,,,
153.0,0.01,5.0,1641063.0,,,
154.0,0.01,5.0,1641063.0,,,
155.0,0.01,5.0,1641063.0,,,
155.0,3.5908539527350802,4.545779543971395,1548126.2941558475,,,
155.0,3.9975275472224645,5.320261022517906,1363564.503453146,,,
155.0,6.076437924596289,6.695656544646492,950764.3658111567,,,
156.0,0.01,5.0,1641063.0,,,
157.0,0.01,5.0,1641063.0,,,
158.0,0.01,5.0,1641063.0,,,
158.0,6.990478086780892,3.7462017937716676,1546555.7986023861,,,
159.0,0.01,5.0,1641063.0,,,
159.0,0.29110505033243644,4.904544698603104,1477062.4789977935,,,
160.0,0.01,5.0,1641063.0,,,
161.0,0.01,5.0,1641063.0,,,
161.0,5.023368473698896,3.9491790705692305,1578534.2552456267,,,
162.0,0.01,5.0,1641063.0,,,
163.0,0.01,5.0,1641063.0,,,
164.0,0.01,5.0,1641063.0,,,
165.0,0.01,5.0,1641063.0,,,
166.0,0.01,5.0,1641063.0,,,
166.0,9.697252263269398,6.84996961450663,1589953.340578116,,,
167.0,0.01,5.0,1641063.0,,,
168.0,0.01,5.0,1641063.0,,,
168.0,1.0201374883076566,2.4524472092947076,1427394.456198132,,,
168.0,1.5863931129864919,2.8363814453695473,1318060.621663143,,,
168.0,4.267151943914033,4.248622182580326,1034981.2502332805,,,
168.0,1.6325687418897643,5.972232107628209,769355.6170870293,,,
168.0,2.447996142518841,4.3712530440087995,676661.3385611428,,,
169.0,0.01,5.0,1641063.0,,,
170.0,0.01,5.0,1641063.0,,,
170.0,1.1114996722930741,5.317427312546536,1541863.8149594925,,,
170.0,3.9166425911999365,3.136663666471271,962711.7223712754,,,
170.0,4.399629297121783,0.6877812334627103,818470.5355417366,,,
171.0,0.01,5.0,1641063.0,,,
172.0,0.01,5.0,1641063.0,,,
173.0,0.01,5.0,1641063.0,,,
173.0,0.39610748348066577,4.633425612032923,863489.9878363423,,,
174.0,0.01,5.0,1641063.0,,,
175.0,0.01,5.0,1641063.0,,,
175.0,3.941967689877197,3.244474430437743,1373077.8369088434,,,
176.0,0.01,5.0,1641063.0,,,
177.0,0.01,5.0,1641063.0,,,
177.0,1.7101450914708647,5.974427723220889,1238902.4721483598,,,
177.0,7.051808234844536,3.3630147515648554,1003238.2209483484,,,
177.0,6.722536599280346,4.927151377146454,809640.6862050998,,,
178.0,0.01,5.0,1641063.0,,,
179.0,0.01,5.0,1641063.0,,,
180.0,0.01,5.0,1641063.0,,,
181.0,0.01,5.0,1641063.0,,,
182.0,0.01,5.0,1641063.0,,,
183.0,0.01,5.0,1641063.0,,,
184.0,0.01,5.0,1641063.0,,,
184.0,2.1770324563685577,5.882259789869616,1412841.3966891558,,,
185.0,0.01,5.0,1641063.0,,,
186.0,0.01,5.0,1641063.0,,,
187.0,0.01,5.0,1641063.0,,,
188.0,0.01,5.0,1641063.0,,,
189.0,0.01,5.0,1641063.0,,,
190.0,0.01,5.0,1641063.0,,,
191.0,0.01,5.0,1641063.0,,,
191.0,1.0688361446948844,5.184525330259351,1599405.939502074,,,
192.0,0.01,5.0,1641063.0,,,
193.0,0.01,5.0,1641063.0,,,
193.0,4.035106683869863,0.002076274554839941,1476318.6058252186,,,
194.0,0.01,5.0,1641063.0,,,
195.0,0.01,5.0,1641063.0,,,
196.0,0.01,5.0,1641063.0,,,
196.0,4.967608001942757,6.415113905070033,1523489.6062475997,,,
197.0,0.01,5.0,1641063.0,,,
197.0,0.3721808378153079,4.446547739616396,1461077.2089980645,,,
197.0,0.8324041647883886,5.789811383697941,1263497.711451209,,,
198.0,0.01,5.0,1641063.0,,,
198.0,1.1851229458940113,6.178441288080075,818228.3540824837,,,
199.0,0.01,5.0,1641063.0,,,
200.0,0.01,5.0,1641063.0,,,
201.0,0.01,5.0,1641063.0,,,
202.0,0.01,5.0,1641063.0,,,
203.0,0.01,5.0,1641063.0,,,
203.0,0.41819682539319725,5.268367251984805,1148653.0756160833,,,
204.0,0.01,5.0,1641063.0,,,
204.0,0.22496182659951997,5.086472679368194,1417647.0756223132,,,
205.0,0.01,5.0,1641063.0,,,
206.0,0.01,5.0,1641063.0,,,
207.0,0.01,5.0,1641063.0,,,
208.0,0.01,5.0,1641063.0,,,
208.0,2.2119620605263055,5.585570900343398,1538867.9398755962,,,
209.0,0.01,5.0,1641063.0,,,
210.0,0.01,5.0,1641063.0,,,
211.0,0.01,5.0,1641063.0,,,
212.0,0.01,5.0,1641063.0,,,
213.0,0.01,5.0,1641063.0,,,
213.0,2.6646059123306767,7.055932318055224,1027591.1153149457,,,
213.0,3.955704393490418,7.247109139799733,1009819.4204313208,,,
213.0,3.6208501025482662,6.916633867112275,762976.5512111331,,,
214.0,0.01,5.0,1641063.0,,,
214.0,0.515738763103723,6.505135101995339,1418106.8411102858,,,
214.0,3.1143947460072665,6.5395293099870555,1424019.801334361,,,
215.0,0.01,5.0,1641063.0,,,
216.0,0.01,5.0,1641063.0,,,
217.0,0.01,5.0,1641063.0,,,
218.0,0.01,5.0,1641063.0,,,
219.0,0.01,5.0,1641063.0,,,
219.0,0.6461990232141155,5.2068240712574605,1489979.4150918105,,,
220.0,0.01,5.0,1641063.0,,,
221.0,0.01,5.0,1641063.0,,,
222.0,0.01,5.0,1641063.0,,,
222.0,1.0823380601913104,4.960982474167732,1646007.0072122936,,,
222.0,2.2760447232969296,5.253085367570563,1548612.118037843,,,
223.0,0.01,5.0,1641063.0,,,
224.0,0.01,5.0,1641063.0,,,
225.0,0.01,5.0,1641063.0,,,
225.0,0.8693571515737947,5.00757563665593,1648066.8871833563,,,
226.0,0.01,5.0,1641063.0,,,
227.0,0.01,5.0,1641063.0,,,
228.0,0.01,5.0,1641063.0,,,
229.0,0.01,5.0,1641063.0,,,
230.0,0.01,5.0,1641063.0,,,
231.0,0.01,5.0,1641063.0,,,
232.0,0.01,5.0,1641063.0,,,
233.0,0.01,5.0,1641063.0,,,
234.0,0.01,5.0,1641063.0,,,
235.0,0.01,5.0,1641063.0,,,
236.0,0.01,5.0,1641063.0,,,
236.0,4.760174489004043,8.629273554084868,1038092.4137039008,,,
236.0,4.726751741749892,8.797923843300493,839036.9019944236,,,
236.0,4.54605455320958,9.330837921973913,667040.8489723854,,,
237.0,0.01,5.0,1641063.0,,,
238.0,0.01,5.0,1641063.0,,,
239.0,0.01,5.0,1641063.0,,,
239.0,1.3703107045721565,0.4695393007959945,1412400.4071779083,,,
240.0,0.01,5.0,1641063.0,,,
240.0,0.1498449330368901,5.244304309499594,1451440.6756408538,,,
241.0,0.01,5.0,1641063.0,,,
242.0,0.01,5.0,1641063.0,,,
243.0,0.01,5.0,1641063.0,,,
244.0,0.01,5.0,1641063.0,,,
245.0,0.01,5.0,1641063.0,,,
245.0,4.0736106440600315,4.442599497979959,1617626.5211426301,,,
246.0,0.01,5.0,1641063.0,,,
246.0,1.0650874554583036,5.339532819245196,1492864.7974238181,,,
247.0,0.01,5.0,1641063.0,,,
248.0,0.01,5.0,1641063.0,,,
249.0,0.01,5.0,1641063.0,,,
250.0,0.01,5.0,1641063.0,,,
251.0,0.01,5.0,1641063.0,,,
251.0,4.240186805102288,1.6748377634334295,1016036.1808594912,,,
251.0,4.881651160641468,0.5304755844692179,897719.0541623197,,,
251.0,6.335252193224493,0.4469184293477089,898638.6666786141,,,
251.0,7.889552574264164,1.5784673710177697,827730.5146909923,,,
252.0,0.01,5.0,1641063.0,,,
253.0,0.01,5.0,1641063.0,,,
253.0,2.697464506484275,4.515498667657097,1596090.4649071244,,,
254.0,0.01,5.0,1641063.0,,,
255.0,0.01,5.0,1641063.0,,,
256.0,0.01,5.0,1641063.0,,,
256.0,3.676274843829206,2.4830269463547774,1117958.9378577985,,,
257.0,0.01,5.0,1641063.0,,,
257.0,2.4379817213552664,7.688989012680828,736348.2012116172,,,
258.0,0.01,5.0,1641063.0,,,
259.0,0.01,5.0,1641063.0,,,
260.0,0.01,5.0,1641063.0,,,
261.0,0.01,5.0,1641063.0,,,
261.0,0.16306338124529907,5.026202809559435,1601067.9749731403,,,
262.0,0.01,5.0,1641063.0,,,
263.0,0.01,5.0,1641063.0,,,
263.0,1.3499001746746802,4.893717489892107,1549096.9980706219,,,
264.0,0.01,5.0,1641063.0,,,
265.0,0.01,5.0,1641063.0,,,
266.0,0.01,5.0,1641063.0,,,
267.0,0.01,5.0,1641063.0,,,
268.0,0.01,5.0,1641063.0,,,
269.0,0.01,5.0,1641063.0,,,
270.0,0.01,5.0,1641063.0,,,
271.0,0.01,5.0,1641063.0,,,
272.0,0.01,5.0,1641063.0,,,
273.0,0.01,5.0,1641063.0,,,
273.0,5.693278981393741,0.5850958860175952,1025242.7549911826,,,
274.0,0.01,5.0,1641063.0,,,
275.0,0.01,5.0,1641063.0,,,
275.0,3.6341101838970715,6.917365420850627,1286205.4966923306,,,
276.0,0.01,5.0,1641063.0,,,
276.0,0.52785790666564,4.455245234511494,778690.4446378287,,,
276.0,1.7104246865664061,4.866301767460866,697406.6530954402,,,
277.0,0.01,5.0,1641063.0,,,
277.0,1.7220397350975862,5.659729218884496,1434181.6214524505,,,
277.0,3.7930213863112003,1.493772531480288,1259957.3387011176,,,
278.0,0.01,5.0,1641063.0,,,
279.0,0.01,5.0,1641063.0,,,
280.0,0.01,5.0,1641063.0,,,
281.0,0.01,5.0,1641063.0,,,
281.0,1.4166705244154534,2.21260531155773,1442718.8642105847,,,
282.0,0.01,5.0,1641063.0,,,
283.0,0.01,5.0,1641063.0,,,
284.0,0.01,5.0,1641063.0,,,
284.0,0.2841853618715267,5.090507477279923,1539599.481959827,,,
285.0,0.01,5.0,1641063.0,,,
285.0,2.7260517130224406,3.5487480592172695,1280572.0214614344,,,
285.0,6.162016978832314,4.397947906474696,1211781.4578659749,,,
286.0,0.01,5.0,1641063.0,,,
287.0,0.01,5.0,1641063.0,,,
288.0,0.01,5.0,1641063.0,,,
289.0,0.01,5.0,1641063.0,,,
290.0,0.01,5.0,1641063.0,,,
291.0,0.01,5.0,1641063.0,,,
292.0,0.01,5.0,1641063.0,,,
292.0,1.9142231874022035,5.299966933216607,1608115.1441539235,,,
292.0,1.2568482844344886,0.9069116936741057,1307643.7565095283,,,
293.0,0.01,5.0,1641063.0,,,
294.0,0.01,5.0,1641063.0,,,
294.0,1.877058441634631,3.262943247978757,1496627.2614164867,,,
295.0,0.01,5.0,1641063.0,,,
296.0,0.01,5.0,1641063.0,,,
297.0,0.01,5.0,1641063.0,,,
298.0,0.01,5.0,1641063.0,,,
298.0,2.417207915857635,6.971363905658723,983712.2704867586,,,
299.0,0.01,5.0,1641063.0,,,
300.0,0.01,5.0,1641063.0,,,
300.0,0.9076701680587321,4.866623094463198,1547540.414054471,,,
301.0,0.01,5.0,1641063.0,,,
301.0,0.19208307775208552,5.244015472405106,1470715.8452228508,,,
302.0,0.01,5.0,1641063.0,,,
303.0,0.01,5.0,1641063.0,,,
304.0,0.01,5.0,1641063.0,,,
305.0,0.01,5.0,1641063.0,,,
305.0,0.7883230276634889,4.71113633801674,1537179.9380741068,,,
306.0,0.01,5.0,1641063.0,,,
307.0,0.01,5.0,1641063.0,,,
308.0,0.01,5.0,1641063.0,,,
308.0,0.5148161037328358,5.047623713701284,1633593.991387378,,,
308.0,0.5163219640925317,5.048171696280676,1448012.3486369594,,,
309.0,0.01,5.0,1641063.0,,,
310.0,0.01,5.0,1641063.0,,,
311.0,0.01,5.0,1641063.0,,,
311.0,3.522906525707109,4.537602378435694,1620004.9411206883,,,
312.0,0.01,5.0,1641063.0,,,
313.0,0.01,5.0,1641063.0,,,
313.0,0.5427770182132375,6.975005630051681,1407415.2537184956,,,
314.0,0.01,5.0,1641063.0,,,
315.0,0.01,5.0,1641063.0,,,
315.0,0.6387021607292442,4.378471845426766,830060.1061402586,,,
315.0,2.0265544980372017,7.2513498091562845,728259.5932047121,,,
316.0,0.01,5.0,1641063.0,,,
316.0,0.6213835635551213,5.0681341333781385,1627890.3019244403,,,
317.0,0.01,5.0,1641063.0,,,
318.0,0.01,5.0,1641063.0,,,
319.0,0.01,5.0,1641063.0,,,
320.0,0.01,5.0,1641063.0,,,
320.0,1.4477776690390245,4.801394860061064,1617203.1354442926,,,
320.0,6.104008628117706,3.929097056068378,1568924.3007599688,,,
320.0,5.61897176619232,3.4209690537792694,1188699.9210258583,,,
321.0,0.01,5.0,1641063.0,,,
322.0,0.01,5.0,1641063.0,,,
323.0,0.01,5.0,1641063.0,,,
324.0,0.01,5.0,1641063.0,,,
325.0,0.01,5.0,1641063.0,,,
325.0,2.262640745201613,2.724073445065435,812050.9619432894,,,
325.0,3.7756795061807225,3.96412500451694,744572.1407278039,,,
326.0,0.01,5.0,1641063.0,,,
327.0,0.01,5.0,1641063.0,,,
327.0,8.323680218036486,3.700473533066588,1608716.531393616,,,
327.0,9.408104851157013,4.7169792112473345,856790.766039842,,,
328.0,0.01,5.0,1641063.0,,,
329.0,0.01,5.0,1641063.0,,,
329.0,0.6286321484411107,6.1518793824363005,1446975.860268249,,,
330.0,0.01,5.0,1641063.0,,,
331.0,0.01,5.0,1641063.0,,,
332.0,0.01,5.0,1641063.0,,,
333.0,0.01,5.0,1641063.0,,,
334.0,0.01,5.0,1641063.0,,,
335.0,0.01,5.0,1641063.0,,,
336.0,0.01,5.0,1641063.0,,,
336.0,0.3926813698137371,4.380582782047071,1456898.3626428053,,,
336.0,0.3888973694174185,4.316574431429111,1198503.3559461297,,,
337.0,0.01,5.0,1641063.0,,,
338.0,0.01,5.0,1641063.0,,,
338.0,1.2355569454527933,4.002905305724314,988926.1773704303,,,
338.0,1.0602911643073119,4.007410305800986,719705.6228834429,,,
339.0,0.01,5.0,1641063.0,,,
340.0,0.01,5.0,1641063.0,,,
340.0,1.1184112033015319,4.108454405199635,1505829.9655146524,,,
341.0,0.01,5.0,1641063.0,,,
342.0,0.01,5.0,1641063.0,,,
343.0,0.01,5.0,1641063.0,,,
344.0,0.01,5.0,1641063.0,,,
344.0,0.10419939133022668,3.575531175771631,1372184.7333169605,,,
344.0,0.2837788234637283,3.6928062604014076,964352.0502754678,,,
344.0,0.7182192474908979,3.698586472397594,968371.2319970188,,,
345.0,0.01,5.0,1641063.0,,,
345.0,5.418272593136268,4.319885705321395,1622426.4624520687,,,
345.0,7.855908775129862,5.67112745632374,1244826.4369881456,,,
346.0,0.01,5.0,1641063.0,,,
347.0,0.01,5.0,1641063.0,,,
347.0,6.383314625012906,6.4677370655509625,1564829.5208120362,,,
348.0,0.01,5.0,1641063.0,,,
349.0,0.01,5.0,1641063.0,,,
350.0,0.01,5.0,1641063.0,,,
350.0,4.093622035605652,7.589927515824757,1173375.6407477958,,,
351.0,0.01,5.0,1641063.0,,,
352.0,0.01,5.0,1641063.0,,,
353.0,0.01,5.0,1641063.0,,,
353.0,1.3731136736439786,5.046805273227308,1646246.207166361,,,
354.0,0.01,5.0,1641063.0,,,
354.0,1.5295833584031922,6.0223558563387405,1515759.896064676,,,
355.0,0.01,5.0,1641063.0,,,
356.0,0.01,5.0,1641063.0,,,
357.0,0.01,5.0,1641063.0,,,
357.0,7.699612435209703,6.87154375240718,1544019.8243568514,,,
357.0,7.674682819425845,6.907540333336669,1188435.7793547213,,,
358.0,0.01,5.0,1641063.0,,,
359.0,0.01,5.0,1641063.0,,,
360.0,0.01,5.0,1641063.0,,,
361.0,0.01,5.0,1641063.0,,,
362.0,0.01,5.0,1641063.0,,,
363.0,0.01,5.0,1641063.0,,,
364.0,0.01,5.0,1641063.0,,,
365.0,0.01,5.0,1641063.0,,,
366.0,0.01,5.0,1641063.0,,,
367.0,0.01,5.0,1641063.0,,,
367.0,0.12410729947057614,5.479109120054837,1402147.9928272937,,,
368.0,0.01,5.0,1641063.0,,,
369.0,0.01,5.0,1641063.0,,,
370.0,0.01,5.0,1641063.0,,,
371.0,0.01,5.0,1641063.0,,,
372.0,0.01,5.0,1641063.0,,,
373.0,0.01,5.0,1641063.0,,,
374.0,0.01,5.0,1641063.0,,,
375.0,0.01,5.0,1641063.0,,,
375.0,5.477539463254898,1.4953441136411505,1166152.2867048576,,,
376.0,0.01,5.0,1641063.0,,,
